LGA_CODE16,Year,WB,rsWB
56370,2015,0.0015254875628894402,0.17279411764705882
56460,2015,0.00812234466638813,0.5055147058823529
56580,2015,6.266524659850372e-4,0.09926470588235294
56620,2015,0.0025835665331239693,0.23897058823529413
56730,2015,5.62456828621865e-4,0.09191176470588236
56790,2015,0.0024500317441115828,0.23161764705882354
56860,2015,0.046711610057286586,0.9264705882352942
56930,2015,0,0.001838235294117647
57000,2015,0.0268194918564801,0.8253676470588235
57080,2015,0.5146547862310367,0.9926470588235294
57140,2015,2.447720010101703e-4,0.058823529411764705
57210,2015,0.009068793287657811,0.5349264705882353
57280,2015,0.011620940302721358,0.5955882352941176
57350,2015,0.016572862124589503,0.7205882352941176
57420,2015,0.00808545141752052,0.5018382352941176
57490,2015,0.04254420394091548,0.9172794117647058
57630,2015,0.04007744886874166,0.9117647058823529
57700,2015,0.011507501605394167,0.5900735294117647
57770,2015,0.002085831045061296,0.2113970588235294
57840,2015,0.5279457527500296,0.9944852941176471
57910,2015,0.02214115181095615,0.7977941176470589
57980,2015,8.063355368929166e-4,0.11580882352941177
58050,2015,0.0028481336543676396,0.2536764705882353
58190,2015,0.007161144984200862,0.4522058823529412
58260,2015,0.05376491532910699,0.9430147058823529
58330,2015,3.0887033316014036e-4,0.07169117647058823
58400,2015,0.00784465386690846,0.4834558823529412
58470,2015,8.077340408016652e-4,0.11764705882352941
58510,2015,0.34981741976062003,0.9889705882352942
58540,2015,6.671367843104935e-4,0.10477941176470588
58570,2015,0.5438188884573432,0.9963235294117647
58610,2015,0.04883904239212545,0.9356617647058824
58680,2015,1.1916555528714657e-4,0.04963235294117647
58760,2015,0.0128946922276984,0.6268382352941176
58820,2015,0.06981406215029075,0.9540441176470589
58890,2015,0.003238633401052059,0.27389705882352944
59030,2015,0.01899373518877475,0.7647058823529411
59100,2015,0.004175550412223118,0.31985294117647056
59170,2015,2.1504854831465918e-4,0.05514705882352941
59250,2015,0.013728635115944677,0.6654411764705882
59310,2015,0.012003846153589272,0.6121323529411765
59320,2015,0.018660832198252243,0.7555147058823529
59330,2015,0.028853299953487507,0.8419117647058824
59340,2015,0.01415691061668343,0.6746323529411765
59350,2015,0.020706009754278713,0.7830882352941176
59360,2015,0.017262079422515703,0.7316176470588235
59370,2015,1.0995306165845839e-4,0.04779411764705882
60210,2015,0.0018498754288570121,0.20220588235294118
60410,2015,0.00376840614816544,0.2977941176470588
60610,2015,0.004422392590429106,0.33088235294117646
60810,2015,0.0055856128952526925,0.38419117647058826
61010,2015,0.06923663743519493,0.9522058823529411
61210,2015,0.0015994909753464354,0.17647058823529413
61410,2015,0.0055066151146459,0.38235294117647056
61510,2015,0.09380153558078021,0.9705882352941176
61610,2015,0.006735441950747365,0.4375
61810,2015,0.00670049253452271,0.4338235294117647
62010,2015,0.023160652426142264,0.8069852941176471
62210,2015,0.004487801636511385,0.33639705882352944
62410,2015,0.003851683351888379,0.3014705882352941
62610,2015,0.0013619617161953416,0.15992647058823528
62810,2015,8.743979917437653e-4,0.1213235294117647
63010,2015,0.0034375614454056572,0.2849264705882353
63210,2015,0.011915761621963094,0.6066176470588235
63410,2015,0.003992161230946546,0.3125
63610,2015,2.9075706809870077e-4,0.06801470588235294
63810,2015,0.00872454346705888,0.5202205882352942
64010,2015,0.0018166853067734707,0.20036764705882354
64210,2015,0.018275933050911672,0.7463235294117647
64610,2015,0.00950525716787704,0.5459558823529411
64810,2015,0.0031385136431070553,0.27205882352941174
65010,2015,0.005933392385275929,0.40441176470588236
65210,2015,0.0027583439538364065,0.24816176470588236
65410,2015,0.010682021294387964,0.5735294117647058
65610,2015,0.01159814160692018,0.59375
65810,2015,0.007136688990590821,0.45036764705882354
70200,2015,0.0039020429076017183,0.3069852941176471
70420,2015,0.015070545925982521,0.6948529411764706
70540,2015,0,0.001838235294117647
70620,2015,0.012655020201450906,0.625
70700,2015,0.022243751880115386,0.7996323529411765
71000,2015,0.0350321361289003,0.8841911764705882
71300,2015,0.014116847471212031,0.6709558823529411
72200,2015,0.0016323081423932943,0.18566176470588236
72300,2015,0.03249448997114511,0.8694852941176471
72330,2015,0.0030551587446657497,0.26286764705882354
72800,2015,0.009187224829045906,0.5404411764705882
73600,2015,0.0063373552216215955,0.4172794117647059
74050,2015,0.01647063557961469,0.71875
74550,2015,0.010506088148397286,0.5698529411764706
74560,2015,0.005321180486183801,0.3713235294117647
74660,2015,0.01872907605977839,0.7573529411764706
74680,2015,0.011780903496450815,0.6011029411764706
79399,2015,0.019757474036418848,0.7794117647058824
89399,2015,0.00729669722752369,0.4577205882352941
10050,2016,0.6551923363104736,1
10130,2016,0.006726324460482646,0.43566176470588236
10250,2016,0.0048021482658406195,0.3474264705882353
10300,2016,0.009348658041605527,0.5441176470588235
10470,2016,0.014531685589679053,0.6801470588235294
10550,2016,0.002977839124320893,0.25919117647058826
10600,2016,9.376367563893882e-4,0.12683823529411764
10650,2016,0.017986579743862186,0.7408088235294118
10750,2016,0.023424996487668086,0.8125
10800,2016,0.021427821236305825,0.7904411764705882
10850,2016,0.008292085759810308,0.5110294117647058
10900,2016,0.04969803868489891,0.9393382352941176
10950,2016,6.365198162621413e-4,0.10110294117647059
11100,2016,0.018245476446033568,0.7444852941176471
11150,2016,0.02450787735823183,0.8180147058823529
11200,2016,0.008122122202953988,0.5036764705882353
11250,2016,0.002935514142895813,0.2555147058823529
11300,2016,0,0.001838235294117647
11350,2016,0.002321924158969519,0.2261029411764706
11400,2016,9.44710125177678e-4,0.12867647058823528
11450,2016,0.02062221500928031,0.78125
11500,2016,0.014252805718889336,0.6764705882352942
11520,2016,0.004674377806989456,0.34191176470588236
11570,2016,0.028133214639832073,0.8345588235294118
11600,2016,0.006511303735295541,0.42463235294117646
11650,2016,0.08073641178734044,0.9613970588235294
11700,2016,0.02831572914858712,0.8363970588235294
11720,2016,0.004443342362288225,0.3327205882352941
11730,2016,0.007538884079583136,0.46875
11750,2016,0.0017078944492680264,0.18933823529411764
11800,2016,0.002213536534378016,0.21691176470588236
12000,2016,4.939005505264341e-4,0.08455882352941177
12150,2016,0.001604279788713367,0.17830882352941177
12350,2016,0.019158439346744164,0.7683823529411765
12380,2016,0.0028475362386077285,0.25183823529411764
12700,2016,0.002702224107583506,0.24632352941176472
12730,2016,0.005092266447828883,0.35661764705882354
12750,2016,0.006658616781113153,0.4319852941176471
12850,2016,0.07189229060999693,0.9558823529411765
12870,2016,0.03773474433677743,0.9007352941176471
12900,2016,0.04598242744530876,0.9227941176470589
12930,2016,0.006128382435317921,0.4099264705882353
12950,2016,7.328200797705634e-4,0.10845588235294118
13010,2016,9.609983939093972e-4,0.1323529411764706
13310,2016,0.010260418983772682,0.5569852941176471
13340,2016,0.0409670165689047,0.9154411764705882
13450,2016,0.02960867356249213,0.8474264705882353
13510,2016,0.0035314058964573338,0.2922794117647059
13550,2016,0.028911246459221076,0.84375
13660,2016,0.006574760088411406,0.42830882352941174
13800,2016,0.0039507043972262365,0.31066176470588236
13850,2016,0.013123256417507516,0.6397058823529411
13910,2016,0.007976249054835884,0.4944852941176471
14000,2016,0.0017278801101555923,0.19301470588235295
14100,2016,0.011260159994842369,0.5827205882352942
14170,2016,0.01404808130594074,0.6691176470588235
14200,2016,0.007370924919970776,0.46139705882352944
14300,2016,0.0026960912582950063,0.24448529411764705
14350,2016,0.0068558605902241596,0.4430147058823529
14400,2016,0.0020229833181490825,0.20955882352941177
14500,2016,0.004258954536018274,0.3235294117647059
14550,2016,0.0012380851976480647,0.1488970588235294
14600,2016,0.007758311065150503,0.47794117647058826
14650,2016,0.18495463940326493,0.9834558823529411
14700,2016,0,0.001838235294117647
14750,2016,0.01565995790166557,0.7040441176470589
14850,2016,0.004141088159614539,0.31433823529411764
14870,2016,0.001584711695180816,0.17463235294117646
14900,2016,0.015585174609368561,0.7003676470588235
14920,2016,0.016711258282911062,0.7242647058823529
14950,2016,0.014709206616056372,0.6838235294117647
15050,2016,0.0333470150980046,0.8731617647058824
15240,2016,0.011664890314539739,0.5992647058823529
15270,2016,0.011050074590278892,0.5790441176470589
15300,2016,0.012923921894191094,0.6286764705882353
15350,2016,4.334770584068621e-4,0.07904411764705882
15520,2016,0.028772025238146436,0.8400735294117647
15560,2016,0.00931314579257328,0.5422794117647058
15650,2016,0.006900565461761079,0.44485294117647056
15700,2016,0.0024487143759544883,0.22977941176470587
15750,2016,0.006340763950860619,0.41911764705882354
15800,2016,0.013208524890619092,0.6415441176470589
15850,2016,0.006450255743395308,0.4209558823529412
15900,2016,0.047622880683771074,0.9319852941176471
15950,2016,0.0033380803479007475,0.28308823529411764
15990,2016,0.004555833869598615,0.3400735294117647
16100,2016,0.0012460177739205278,0.15073529411764705
16150,2016,0.014124393697081041,0.6727941176470589
16200,2016,8.928701438886289e-4,0.125
16260,2016,0.009565502905506718,0.5496323529411765
16350,2016,0.03842955703296585,0.9025735294117647
16380,2016,0.0021222454155943155,0.21323529411764705
16400,2016,0.038757289020867634,0.90625
16490,2016,0.02935931603503457,0.8455882352941176
16550,2016,0.005435705228652715,0.375
16610,2016,0.0054795131166030875,0.3786764705882353
16650,2016,0.019386196024934514,0.7738970588235294
16700,2016,0.0024707884795680053,0.23345588235294118
16900,2016,0.0105013673032504,0.5680147058823529
16950,2016,0.0075428153442644854,0.4724264705882353
17000,2016,0.008833412500875961,0.5257352941176471
17040,2016,0.012328745644438047,0.6194852941176471
17080,2016,0.007860179614410028,0.4852941176470588
17100,2016,0.005758589882086084,0.3952205882352941
17150,2016,0.016625856239836236,0.7224264705882353
17200,2016,0.0021267536202662926,0.21507352941176472
17310,2016,0.00722796600572433,0.4540441176470588
17350,2016,6.488633838545528e-4,0.10294117647058823
17400,2016,8.926753159381808e-4,0.12316176470588236
17420,2016,0.006603477399085236,0.43014705882352944
17550,2016,0.010356328812640956,0.5606617647058824
17620,2016,0.0033170337789603134,0.27941176470588236
17640,2016,0.007983806502980985,0.4963235294117647
17650,2016,0.0012836922256749112,0.15441176470588236
17750,2016,0.006805772113197571,0.43933823529411764
17850,2016,4.2165613492828585e-4,0.07720588235294118
17900,2016,0.011302280600829178,0.5863970588235294
17950,2016,0.006850390322409938,0.4411764705882353
18020,2016,2.7324528817374396e-4,0.0661764705882353
18050,2016,0,0.001838235294117647
18100,2016,0.04660005744025559,0.9246323529411765
18200,2016,0.027004136476109844,0.8290441176470589
18230,2016,0.011279080262289704,0.5845588235294118
18250,2016,0.003929475470141728,0.3088235294117647
18350,2016,0.012051278928386651,0.6139705882352942
18400,2016,0.034489976619977804,0.8786764705882353
18450,2016,0.0401726326418866,0.9136029411764706
18500,2016,0,0.001838235294117647
18710,2016,0.013539729102133304,0.6580882352941176
19399,2016,0.01381260091747513,0.6672794117647058
20110,2016,0.0016309770827242942,0.18382352941176472
20260,2016,0.032758682556835825,0.8713235294117647
20570,2016,0.04779642277514623,0.9338235294117647
20660,2016,0.0010992531704294417,0.14338235294117646
20740,2016,0.005123820199491787,0.3602941176470588
20830,2016,0.008518351622398055,0.5147058823529411
20910,2016,5.374804051671052e-4,0.08823529411764706
21010,2016,0.03469161091807452,0.8805147058823529
21110,2016,0.004912522745114899,0.3492647058823529
21180,2016,0.0032972549982657126,0.2775735294117647
21270,2016,0.03116163461990236,0.8584558823529411
21370,2016,0.03527537594554045,0.8860294117647058
21450,2016,0.011104691018622763,0.5808823529411765
21610,2016,0.011977023204903244,0.6084558823529411
21670,2016,0.018638053934421403,0.7536764705882353
21750,2016,0.10466126442135365,0.9742647058823529
21830,2016,0.08903732117169032,0.9669117647058824
21890,2016,0.002302657510870863,0.22242647058823528
22110,2016,0.004786091452627822,0.34558823529411764
22170,2016,0.012234893178997869,0.6176470588235294
22250,2016,0.031694221318529066,0.8639705882352942
22310,2016,3.3922299531981493e-4,0.07352941176470588
22410,2016,0.0037465378553239908,0.2959558823529412
22490,2016,0.0038754588326986336,0.30514705882352944
22620,2016,0.013235328978374815,0.6470588235294118
22670,2016,0.03475074038099665,0.8823529411764706
22750,2016,0.02108643792460147,0.7867647058823529
22830,2016,0.015585849076056786,0.7022058823529411
22910,2016,0.007378305589999745,0.4632352941176471
22980,2016,0.019569568586746033,0.7775735294117647
23110,2016,0.058432513945255594,0.9503676470588235
23190,2016,0.02323288860296094,0.8106617647058824
23270,2016,0.005655197755692358,0.3860294117647059
23350,2016,0.13018341293892036,0.9779411764705882
23430,2016,0.032225556713282734,0.8676470588235294
23670,2016,0.01541212484160333,0.6966911764705882
23810,2016,0.013075956922162523,0.6360294117647058
23940,2016,0.007930047372963695,0.4889705882352941
24130,2016,0.00781909698226411,0.4797794117647059
24210,2016,0.001907835018791373,0.20588235294117646
24250,2016,0.03152256609870956,0.8621323529411765
24330,2016,0.01615199757523077,0.7150735294117647
24410,2016,9.566627641325469e-4,0.13051470588235295
24600,2016,0.017905001648430927,0.7389705882352942
24650,2016,0.007453261076286923,0.4650735294117647
24780,2016,0.008684819642399708,0.5183823529411765
24850,2016,0.0024234965957411364,0.22794117647058823
24900,2016,0.03419464099713875,0.8768382352941176
24970,2016,0.003068168399609459,0.2647058823529412
25060,2016,0.010880174369159444,0.5753676470588235
25150,2016,0.008906737382703731,0.5275735294117647
25250,2016,8.218654638596935e-4,0.11948529411764706
25340,2016,0.007997948275645152,0.49816176470588236
25430,2016,0.013442078064285904,0.6507352941176471
25490,2016,0.009740388909889762,0.5514705882352942
25620,2016,0.031269874853216015,0.8602941176470589
25710,2016,0.010608037494522911,0.5716911764705882
25810,2016,0.009019173103996275,0.5330882352941176
25900,2016,0.02444424398453541,0.8161764705882353
25990,2016,0.010432893025467745,0.5643382352941176
26080,2016,0.005222341086798523,0.36764705882352944
26170,2016,0.0017805782205791633,0.19669117647058823
26260,2016,0.014806185329033454,0.6875
26350,2016,0.019004502517578327,0.7665441176470589
26430,2016,0.008411962083518963,0.5128676470588235
26490,2016,0.024758624996709232,0.8216911764705882
26610,2016,0.018408763801274656,0.75
26670,2016,0.03721012760112624,0.8933823529411765
26700,2016,0.01790087236600232,0.7371323529411765
26730,2016,0.013213235095879416,0.6433823529411765
26810,2016,0.015986550974941633,0.7113970588235294
26890,2016,0.015687848119119604,0.7058823529411765
26980,2016,0.001069557049139572,0.13970588235294118
27070,2016,0.014293380391951709,0.6783088235294118
27170,2016,0.4762676478375673,0.9908088235294118
27260,2016,0.027062874708918074,0.8308823529411765
27350,2016,0.03751601567405098,0.8952205882352942
27450,2016,0.005974480129464954,0.40625
27630,2016,7.905284462906221e-4,0.11397058823529412
29399,2016,0.004142902422987505,0.3161764705882353
30250,2016,0.013513876795231151,0.6544117647058824
30300,2016,0.013612082630322906,0.6636029411764706
30370,2016,0.003788857621980105,0.29963235294117646
30410,2016,0.0031282164593599998,0.2702205882352941
30450,2016,0.01844646944293206,0.7518382352941176
30760,2016,4.0237749169686306e-4,0.07536764705882353
30900,2016,0.0025632644047270323,0.23713235294117646
31000,2016,0.019416297145978992,0.7757352941176471
31750,2016,0.021849725970310763,0.7941176470588235
31820,2016,0.017203223110548282,0.7297794117647058
31900,2016,0.022075789448921256,0.7959558823529411
31950,2016,0.011555681000978528,0.5919117647058824
32080,2016,0.004363828334704076,0.3290441176470588
32250,2016,0.011305966242021662,0.5882352941176471
32260,2016,0.005002853513101244,0.35110294117647056
32270,2016,0.007734823376259216,0.4742647058823529
32310,2016,0.008150288616065374,0.5073529411764706
32330,2016,0.6276466167219255,0.9981617647058824
32450,2016,0.0010434243544595982,0.13602941176470587
32500,2016,0.003684878285576978,0.29411764705882354
32600,2016,0.0013369806418201979,0.15808823529411764
32750,2016,0.038614014402964726,0.9044117647058824
32770,2016,0.037594687701449143,0.8988970588235294
32810,2016,0.0011046241733333505,0.14522058823529413
33100,2016,0.0026703923354613563,0.2426470588235294
33200,2016,6.108171424228375e-4,0.09558823529411764
33220,2016,0.008769081098129716,0.5220588235294118
33360,2016,0.016920022598300707,0.7261029411764706
33430,2016,0.02295440908097344,0.8051470588235294
33610,2016,0.007831120089268007,0.48161764705882354
33620,2016,0.005037699537857121,0.35294117647058826
33800,2016,0.0057744612002478745,0.39705882352941174
33830,2016,0.01309131977194745,0.6378676470588235
33960,2016,0.013037700157632478,0.6305147058823529
33980,2016,0.0035209795160156708,0.29044117647058826
34420,2016,0.01587195576360198,0.7077205882352942
34530,2016,0.01198048680941198,0.6102941176470589
34570,2016,0.0019373242236428974,0.20772058823529413
34580,2016,0.005484781679093444,0.3805147058823529
34590,2016,0.005757303109776242,0.39338235294117646
34710,2016,0.005260646978769264,0.3694852941176471
34770,2016,0.008944713443161948,0.53125
34800,2016,0.001263231267706255,0.15257352941176472
34830,2016,0.021134317039014597,0.7886029411764706
34860,2016,0.0016101436357656115,0.18198529411764705
34880,2016,0.0030780259631484398,0.26838235294117646
35010,2016,0.0390731963395979,0.9099264705882353
35250,2016,0.024594389944145322,0.8198529411764706
35300,2016,0.0017563416434257858,0.1948529411764706
35600,2016,7.813007232980002e-4,0.11213235294117647
35670,2016,0.00918500359651289,0.5386029411764706
35740,2016,0.007298542594608081,0.45955882352941174
35760,2016,0.0034812800558016357,0.28860294117647056
35780,2016,0.00825457615954948,0.5091911764705882
35790,2016,0.0013890321210927358,0.16176470588235295
35800,2016,0.006046053452122165,0.40808823529411764
36070,2016,0.02317071193711789,0.8088235294117647
36150,2016,0.010063724136449997,0.5551470588235294
36250,2016,0.019293351395371406,0.7702205882352942
36300,2016,4.637989653024546e-4,0.08272058823529412
36370,2016,0.013256118260785146,0.6488970588235294
36510,2016,0.007135069745988439,0.4485294117647059
36580,2016,0.030434684974479313,0.8529411764705882
36630,2016,0.005701208144376291,0.38786764705882354
36660,2016,0.005476981402185984,0.37683823529411764
36720,2016,0.00893359558508711,0.5294117647058824
36820,2016,0.007965583499999467,0.49264705882352944
36910,2016,0.0053806429530277805,0.37316176470588236
36950,2016,0.013075254990883233,0.6341911764705882
36960,2016,2.244757254766653e-4,0.05698529411764706
37010,2016,0.02689087240403335,0.8272058823529411
37300,2016,0.0057176697178186586,0.3897058823529412
37310,2016,0.0030771536071775812,0.2665441176470588
37340,2016,0.01735027784962046,0.7334558823529411
37400,2016,0.0014970458669948054,0.16727941176470587
37550,2016,0.016028356600602516,0.7132352941176471
37570,2016,0.00807508229732683,0.5
37600,2016,1.062403009069984e-4,0.04595588235294118
40070,2016,0,0.001838235294117647
40120,2016,0.012187769276072458,0.6158088235294118
40220,2016,0.00574294372956335,0.3915441176470588
40250,2016,7.529085854217392e-5,0.042279411764705885
40310,2016,0.007542314109138406,0.47058823529411764
40430,2016,0.007268663091270273,0.45588235294117646
40520,2016,0.16003856310730838,0.9797794117647058
40700,2016,0,0.001838235294117647
40910,2016,0.0027977829163414883,0.25
41010,2016,5.101152978260313e-4,0.08639705882352941
41060,2016,0.018285900027185414,0.7481617647058824
41140,2016,7.754518267224447e-4,0.11029411764705882
41190,2016,5.433269072037878e-4,0.0900735294117647
41330,2016,0,0.001838235294117647
41560,2016,0.0018105167377640292,0.19852941176470587
41750,2016,0.004530229758750277,0.3382352941176471
41830,2016,3.040179685061277e-5,0.03860294117647059
41960,2016,0.0015003733241318062,0.17095588235294118
42030,2016,0,0.001838235294117647
42110,2016,9.760591135566744e-4,0.13419117647058823
42250,2016,0.04415305122126122,0.9209558823529411
42600,2016,0,0.001838235294117647
42750,2016,0.013515127084833108,0.65625
43080,2016,1.912169386806543e-4,0.05330882352941176
43220,2016,0.0017141374497106757,0.19117647058823528
43360,2016,0.031967528718581245,0.8658088235294118
43650,2016,6.231176066953574e-4,0.0974264705882353
43710,2016,0.03028079967340015,0.8511029411764706
43790,2016,0.00910304944820267,0.5367647058823529
43920,2016,0.030854844988286185,0.8566176470588235
44000,2016,0.001324462873938907,0.15625
44060,2016,0.0014378673798347095,0.16544117647058823
44210,2016,0.0042412251538759315,0.32169117647058826
44340,2016,7.031999833430071e-4,0.10661764705882353
44550,2016,0.006455568159784742,0.4227941176470588
44620,2016,0.018845438382639763,0.7591911764705882
44830,2016,0.0010545176972684759,0.13786764705882354
45040,2016,0.006547326289663964,0.4264705882352941
45090,2016,0.018075265639875434,0.7426470588235294
45120,2016,3.0682996252283834e-4,0.06985294117647059
45290,2016,2.4829248478834483e-4,0.06066176470588235
45340,2016,0.009848048067296706,0.5533088235294118
45400,2016,4.891891347285251e-5,0.04044117647058824
45540,2016,2.379856992524308e-5,0.03676470588235294
45680,2016,0.07285555311148206,0.9577205882352942
45890,2016,0.08441411986400077,0.9650735294117647
46090,2016,0.01307310931454335,0.6323529411764706
46300,2016,0.01236904394733713,0.6213235294117647
46450,2016,0.005805897061884206,0.39889705882352944
46510,2016,0,0.001838235294117647
46670,2016,0.08033660259540924,0.9595588235294118
46860,2016,0.08956137155955567,0.96875
46970,2016,2.489232189296859e-4,0.0625
47140,2016,0.2088958676715051,0.9852941176470589
47290,2016,1.3043223852630455e-5,0.034926470588235295
47490,2016,0.008789970752136668,0.5238970588235294
47630,2016,0.0018585665053283936,0.20404411764705882
47700,2016,0.02260181431367024,0.8014705882352942
47800,2016,0.010398397487550847,0.5625
47910,2016,0.002265063946462488,0.22058823529411764
47980,2016,0,0.001838235294117647
48050,2016,0.001608710754559492,0.1801470588235294
48130,2016,0.006920343407244167,0.44669117647058826
48260,2016,0,0.001838235294117647
48340,2016,0.04275611911673695,0.9191176470588235
48410,2016,0.0011136547894450043,0.14705882352941177
48540,2016,0.0046979516801766655,0.34375
48640,2016,0.00305204924203252,0.2610294117647059
48750,2016,0.004272002869969156,0.3272058823529412
48830,2016,0.01473530143638064,0.6856617647058824
49399,2016,0.03705774902834766,0.8915441176470589
50080,2016,0.019298508041939066,0.7720588235294118
50210,2016,0.014867524599002039,0.6893382352941176
50250,2016,0.007750711225920073,0.47610294117647056
50280,2016,0.0033338243014203674,0.28125
50350,2016,0.04887864221672671,0.9375
50420,2016,0.2184775395079213,0.9871323529411765
50490,2016,0.18093337547029537,0.9816176470588235
50560,2016,0.00520824736064845,0.36580882352941174
50630,2016,0.0061470218705732375,0.4117647058823529
50770,2016,0.001500110624125241,0.16911764705882354
50840,2016,0.0034433481715988004,0.2867647058823529
50910,2016,0.01359957541003653,0.6599264705882353
50980,2016,0.0062758177808569715,0.41544117647058826
51080,2016,0.013608578792435547,0.6617647058823529
51120,2016,0.006187850890908508,0.41360294117647056
51190,2016,0.009515909222243383,0.5477941176470589
51260,2016,0.010490526564091128,0.5661764705882353
51310,2016,0.0032679997911480986,0.2757352941176471
51330,2016,0.047367204259647015,0.9301470588235294
51400,2016,0.014534451276055635,0.6819852941176471
51470,2016,0.05549584200647053,0.9485294117647058
51540,2016,0.039047276559073044,0.9080882352941176
51610,2016,1.3327826994545997e-4,0.051470588235294115
51680,2016,0.002663120936738318,0.24080882352941177
51750,2016,0.02144018405963199,0.7922794117647058
51820,2016,0.046780762552141725,0.9283088235294118
51890,2016,0.016938964684524497,0.7279411764705882
51960,2016,0.05517690275940651,0.9466911764705882
52030,2016,0.013508147478116973,0.6525735294117647
52100,2016,0.015005713259860729,0.6930147058823529
52170,2016,0,0.001838235294117647
52240,2016,0.017673155726325728,0.7352941176470589
52310,2016,8.261262734288046e-5,0.04411764705882353
52380,2016,0.018910878188815063,0.7610294117647058
52450,2016,0.0016977003257129867,0.1875
52520,2016,0.1027997279627675,0.9724264705882353
52590,2016,0.004470078192796096,0.33455882352941174
52660,2016,0.028555200035313446,0.8382352941176471
52730,2016,0.0357905242593302,0.8878676470588235
52800,2016,0.005120518198007778,0.3584558823529412
52870,2016,0.00417025936525472,0.3180147058823529
52940,2016,0.011639969901321885,0.5974264705882353
53010,2016,0.024126213715785747,0.8143382352941176
53080,2016,0.018944400875090254,0.7628676470588235
53150,2016,0,0.001838235294117647
53220,2016,0.015543382884258402,0.6985294117647058
53290,2016,0.02663791361808184,0.8235294117647058
53360,2016,0.005899673971194599,0.4025735294117647
53430,2016,0,0.001838235294117647
53570,2016,0.005129765681824055,0.36213235294117646
53640,2016,0.004264025344748786,0.32536764705882354
53710,2016,0.005871242825906326,0.4007352941176471
53780,2016,0.0022535585005015965,0.21875
53800,2016,4.4448221432848026e-4,0.08088235294117647
53920,2016,0.007870223409149328,0.48713235294117646
53990,2016,0.030692012636954338,0.8547794117647058
54060,2016,5.848172960675944e-4,0.09375
54130,2016,0.005078288606183107,0.3547794117647059
54170,2016,0.054320531788349016,0.9448529411764706
54200,2016,0.01592685409795651,0.7095588235294118
54280,2016,0.013232789709976253,0.6452205882352942
54310,2016,0.015004270501976091,0.6911764705882353
54340,2016,0.008676475850924618,0.5165441176470589
54410,2016,0.011021986856702628,0.5772058823529411
54480,2016,0.03401441846454369,0.875
54550,2016,0.001072375751895637,0.14154411764705882
54620,2016,0.010321635888755704,0.5588235294117647
54690,2016,0.02711056798898185,0.8327205882352942
54760,2016,0.016163915511487662,0.7169117647058824
54830,2016,0.011847760877000334,0.6029411764705882
54900,2016,0.03690708152168729,0.8897058823529411
54970,2016,0.007488984363922418,0.46691176470588236
55040,2016,0.037556784047284825,0.8970588235294118
55110,2016,0.12831848155123868,0.9761029411764706
55180,2016,0.011849434038729074,0.6047794117647058
55250,2016,0.0023171560469580498,0.22426470588235295
55320,2016,0.08221297495956882,0.9632352941176471
55390,2016,0.029781108336828475,0.8492647058823529
55460,2016,0.00517869706144914,0.3639705882352941
55530,2016,2.538910064059356e-4,0.06433823529411764
55600,2016,0.002963373436627037,0.25735294117647056
55670,2016,0.012507146334910735,0.6231617647058824
55740,2016,0,0.001838235294117647
55810,2016,0.020762964911839446,0.7849264705882353
55880,2016,0.051025965583757715,0.9411764705882353
55950,2016,0.0013924579993919795,0.1636029411764706
56090,2016,0.007957536165115391,0.49080882352941174
56160,2016,0.003869869535767205,0.30330882352941174
56230,2016,0.02277080591561566,0.8033088235294118
56300,2016,0.002502917126328743,0.23529411764705882
56370,2016,0.0015254875628894402,0.17279411764705882
56460,2016,0.00812234466638813,0.5055147058823529
56580,2016,6.266524659850372e-4,0.09926470588235294
56620,2016,0.0025835665331239693,0.23897058823529413
56730,2016,5.62456828621865e-4,0.09191176470588236
56790,2016,0.0024500317441115828,0.23161764705882354
56860,2016,0.046711610057286586,0.9264705882352942
56930,2016,0,0.001838235294117647
57000,2016,0.0268194918564801,0.8253676470588235
57080,2016,0.5146547862310367,0.9926470588235294
57140,2016,2.447720010101703e-4,0.058823529411764705
57210,2016,0.009068793287657811,0.5349264705882353
57280,2016,0.011620940302721358,0.5955882352941176
57350,2016,0.016572862124589503,0.7205882352941176
57420,2016,0.00808545141752052,0.5018382352941176
57490,2016,0.04254420394091548,0.9172794117647058
57630,2016,0.04007744886874166,0.9117647058823529
57700,2016,0.011507501605394167,0.5900735294117647
57770,2016,0.002085831045061296,0.2113970588235294
57840,2016,0.5279457527500296,0.9944852941176471
57910,2016,0.02214115181095615,0.7977941176470589
57980,2016,8.063355368929166e-4,0.11580882352941177
58050,2016,0.0028481336543676396,0.2536764705882353
58190,2016,0.007161144984200862,0.4522058823529412
58260,2016,0.05376491532910699,0.9430147058823529
58330,2016,3.0887033316014036e-4,0.07169117647058823
58400,2016,0.00784465386690846,0.4834558823529412
58470,2016,8.077340408016652e-4,0.11764705882352941
58510,2016,0.34981741976062003,0.9889705882352942
58540,2016,6.671367843104935e-4,0.10477941176470588
58570,2016,0.5438188884573432,0.9963235294117647
58610,2016,0.04883904239212545,0.9356617647058824
58680,2016,1.1916555528714657e-4,0.04963235294117647
58760,2016,0.0128946922276984,0.6268382352941176
58820,2016,0.06981406215029075,0.9540441176470589
58890,2016,0.003238633401052059,0.27389705882352944
59030,2016,0.01899373518877475,0.7647058823529411
59100,2016,0.004175550412223118,0.31985294117647056
59170,2016,2.1504854831465918e-4,0.05514705882352941
59250,2016,0.013728635115944677,0.6654411764705882
